iter	Passed	Remaining
499	1406	1406
500	1407	1402
501	1409	1398
502	1412	1395
503	1414	1391
504	1416	1388
505	1421	1387
506	1423	1383
507	1425	1380
508	1426	1376
509	1428	1372
510	1430	1369
511	1434	1367
512	1436	1363
513	1438	1360
514	1440	1356
515	1442	1352
516	1444	1349
517	1446	1345
518	1449	1343
519	1451	1340
520	1453	1336
521	1455	1332
522	1457	1329
523	1459	1325
524	1460	1321
525	1464	1319
526	1466	1316
527	1468	1312
528	1470	1309
529	1472	1305
530	1474	1302
531	1476	1298
532	1479	1295
533	1481	1292
534	1483	1289
535	1485	1285
536	1486	1281
537	1488	1278
538	1490	1274
539	1491	1270
540	1494	1268
541	1497	1265
542	1498	1261
543	1500	1257
544	1501	1253
545	1503	1250
546	1505	1246
547	1506	1242
548	1508	1239
549	1511	1236
550	1513	1233
551	1515	1229
552	1516	1225
553	1518	1222
554	1520	1218
555	1521	1215
556	1523	1211
557	1526	1208
558	1527	1205
559	1529	1201
560	1531	1198
561	1533	1194
562	1534	1191
563	1536	1187
564	1539	1184
565	1542	1182
566	1543	1178
567	1545	1175
568	1547	1172
569	1549	1169
570	1551	1165
571	1553	1162
572	1557	1160
573	1559	1157
574	1561	1153
575	1563	1150
576	1565	1147
577	1566	1144
578	1568	1140
579	1572	1138
580	1574	1135
581	1575	1131
582	1577	1128
583	1579	1125
584	1581	1121
585	1582	1118
586	1584	1114
587	1587	1112
588	1589	1109
589	1591	1106
590	1593	1102
591	1595	1099
592	1597	1096
593	1599	1093
594	1601	1090
595	1604	1087
596	1606	1084
597	1608	1081
598	1609	1077
599	1612	1074
600	1613	1071
601	1616	1068
602	1619	1066
603	1621	1062
604	1623	1059
605	1625	1056
606	1627	1053
607	1628	1050
608	1631	1047
609	1634	1045
610	1636	1041
611	1638	1038
612	1640	1035
613	1642	1032
614	1643	1029
615	1645	1025
616	1648	1023
617	1650	1020
618	1652	1017
619	1654	1014
620	1656	1011
621	1658	1007
622	1660	1004
623	1664	1002
624	1666	999
625	1668	997
626	1671	994
627	1672	990
628	1674	987
629	1676	984
630	1680	982
631	1681	979
632	1683	976
633	1687	973
634	1688	970
635	1690	967
636	1691	964
637	1695	961
638	1696	958
639	1698	955
640	1700	952
641	1702	949
642	1704	946
643	1705	942
644	1707	939
645	1710	937
646	1711	933
647	1713	930
648	1715	927
649	1717	924
650	1718	921
651	1720	918
652	1722	915
653	1725	912
654	1727	909
655	1729	906
656	1731	903
657	1732	900
658	1734	897
659	1736	894
660	1741	893
661	1743	890
662	1745	887
663	1747	884
664	1749	881
665	1751	878
666	1753	875
667	1757	873
668	1759	870
669	1761	867
670	1763	864
671	1765	861
672	1767	858
673	1770	856
674	1772	853
675	1774	850
676	1776	847
677	1778	844
678	1779	841
679	1781	838
680	1784	835
681	1787	833
682	1789	830
683	1791	827
684	1793	824
685	1795	821
686	1797	819
687	1800	816
688	1802	813
689	1804	810
690	1806	807
691	1808	804
692	1810	802
693	1812	799
694	1815	796
695	1819	794
696	1821	791
697	1823	789
698	1826	786
699	1828	783
700	1831	781
701	1834	778
702	1836	775
703	1838	772
704	1840	770
705	1842	767
706	1845	764
707	1849	762
708	1851	759
709	1853	757
710	1855	754
711	1857	751
712	1860	748
713	1864	746
714	1867	744
715	1870	742
716	1873	739
717	1878	737
718	1881	735
719	1883	732
720	1887	730
721	1891	728
722	1895	726
723	1898	723
724	1901	721
725	1907	720
726	1911	717
727	1914	715
728	1917	712
729	1919	710
730	1923	707
731	1925	705
732	1928	702
733	1932	700
734	1934	697
735	1937	695
736	1940	692
737	1942	689
738	1945	687
739	1947	684
740	1949	681
741	1954	679
742	1956	676
743	1958	673
744	1960	671
745	1962	668
746	1966	665
747	1969	663
748	1972	660
749	1974	658
750	1976	655
751	1978	652
752	1981	649
753	1983	647
754	1986	644
755	1988	641
756	1989	638
757	1991	635
758	1993	633
759	1996	630
760	1998	627
761	2001	625
762	2003	622
763	2006	619
764	2008	616
765	2010	614
766	2013	611
767	2015	608
768	2017	606
769	2019	603
770	2021	600
771	2023	597
772	2024	594
773	2027	592
774	2029	589
775	2031	586
776	2033	583
777	2034	580
778	2036	577
779	2038	574
780	2040	572
781	2043	569
782	2046	567
783	2048	564
784	2050	561
785	2052	558
786	2054	556
787	2056	553
788	2059	550
789	2061	547
790	2063	545
791	2065	542
792	2066	539
793	2068	536
794	2070	533
795	2073	531
796	2075	528
797	2077	525
798	2079	523
799	2080	520
800	2082	517
801	2084	514
802	2086	511
803	2089	509
804	2091	506
805	2092	503
806	2094	500
807	2096	498
808	2098	495
809	2100	492
810	2102	489
811	2105	487
812	2107	484
813	2108	481
814	2110	479
815	2112	476
816	2114	473
817	2115	470
818	2117	467
819	2122	465
820	2124	463
821	2126	460
822	2128	457
823	2130	455
824	2132	452
825	2135	449
826	2137	447
827	2139	444
828	2142	441
829	2144	439
830	2146	436
831	2147	433
832	2150	431
833	2152	428
834	2155	425
835	2157	423
836	2159	420
837	2161	417
838	2163	415
839	2165	412
840	2167	409
841	2169	407
842	2171	404
843	2173	401
844	2175	399
845	2177	396
846	2181	394
847	2183	391
848	2185	388
849	2188	386
850	2190	383
851	2191	380
852	2193	378
853	2197	375
854	2199	373
855	2201	370
856	2203	367
857	2205	365
858	2207	362
859	2210	359
860	2213	357
861	2215	354
862	2217	352
863	2219	349
864	2221	346
865	2223	344
866	2225	341
867	2229	338
868	2230	336
869	2232	333
870	2235	331
871	2238	328
872	2240	325
873	2248	324
874	2251	321
875	2255	319
876	2260	317
877	2263	314
878	2265	311
879	2268	309
880	2270	306
881	2275	304
882	2277	301
883	2280	299
884	2282	296
885	2285	294
886	2288	291
887	2291	288
888	2293	286
889	2295	283
890	2297	281
891	2299	278
892	2301	275
893	2304	273
894	2306	270
895	2308	267
896	2310	265
897	2311	262
898	2313	259
899	2315	257
900	2317	254
901	2320	252
902	2322	249
903	2323	246
904	2326	244
905	2328	241
906	2330	238
907	2332	236
908	2335	233
909	2337	231
910	2339	228
911	2341	225
912	2343	223
913	2345	220
914	2347	218
915	2350	215
916	2351	212
917	2353	210
918	2355	207
919	2357	204
920	2359	202
921	2360	199
922	2362	197
923	2365	194
924	2367	191
925	2369	189
926	2370	186
927	2372	184
928	2374	181
929	2376	178
930	2378	176
931	2381	173
932	2383	171
933	2384	168
934	2386	165
935	2388	163
936	2390	160
937	2392	158
938	2395	155
939	2397	153
940	2399	150
941	2401	147
942	2403	145
943	2405	142
944	2408	140
945	2412	137
946	2415	135
947	2417	132
948	2419	130
949	2421	127
950	2424	124
951	2443	123
952	2446	120
953	2449	118
954	2451	115
955	2453	112
956	2459	110
957	2463	108
958	2470	105
959	2477	103
960	2479	100
961	2481	98
962	2484	95
963	2487	92
964	2490	90
965	2492	87
966	2494	85
967	2496	82
968	2498	79
969	2500	77
970	2503	74
971	2505	72
972	2507	69
973	2509	66
974	2510	64
975	2512	61
976	2514	59
977	2516	56
978	2519	54
979	2521	51
980	2523	48
981	2525	46
982	2527	43
983	2529	41
984	2531	38
985	2534	35
986	2537	33
987	2539	30
988	2541	28
989	2543	25
990	2545	23
991	2546	20
992	2549	17
993	2551	15
994	2553	12
995	2555	10
996	2557	7
997	2559	5
998	2561	2
999	2563	0
